state,district,pvi,result,unopposed,swing,adj_swing,swing_string,adj_swing_string
MN,6,12,22.36084452975048,FALSE,10.36084452975048,18.615255903261556,R+10,R+19
MN,7,12,-4.264162069418738,FALSE,-16.264162069418738,-8.009750695907663,D+16,D+8
MN,8,4,5.542135698622893,FALSE,1.542135698622893,9.796547072133968,R+2,R+10
MS,1,16,34.51871081214776,FALSE,18.51871081214776,26.773122185658835,R+19,R+27
MS,2,-14,-71.78684518405089,TRUE,-57.78684518405089,-49.532433810539814,D+58,D+50
MS,3,13,25.58508343342234,FALSE,12.58508343342234,20.839494806933416,R+13,R+21
MS,4,21,37.476087461784644,FALSE,16.476087461784644,24.73049883529572,R+16,R+25
MO,1,-29,-63.3855125284738,FALSE,-34.3855125284738,-26.13110115496272,D+34,D+26
MO,2,8,3.9530295214138036,FALSE,-4.046970478586196,4.207440894924879,D+4,R+4
MO,3,18,32.24011731072555,FALSE,14.240117310725552,22.494528684236627,R+14,R+22
MO,4,17,32.10530622264042,FALSE,15.105306222640422,23.359717596151498,R+15,R+23
MO,5,-7,-26.058459749458223,FALSE,-19.058459749458223,-10.804048375947147,D+19,D+11
MO,6,16,33.44236744824154,FALSE,17.44236744824154,25.696778821752616,R+17,R+26
MO,7,23,36.14477745357644,FALSE,13.144777453576438,21.399188827087514,R+13,R+21
MO,8,24,48.37045525890794,FALSE,24.37045525890794,32.624866632419014,R+24,R+33
MT,0,11,4.6344224368136935,FALSE,-6.3655775631863065,1.888833810324769,D+6,R+2
NE,1,11,20.71845677461124,FALSE,9.71845677461124,17.972868148122316,R+10,R+18
NE,2,4,1.9900597621586869,FALSE,-2.009940237841313,6.244471135669762,D+2,R+6
NE,3,27,53.44297340884372,FALSE,26.44297340884372,34.697384782354796,R+26,R+35
NV,1,-15,-35.30134493203067,FALSE,-20.301344932030673,-12.046933558519598,D+20,D+12
NV,2,7,16.46153364610467,FALSE,9.46153364610467,17.715945019615745,R+9,R+18
NV,3,2,-9.062858181208234,FALSE,-11.062858181208234,-2.808446807697159,D+11,D+3
NV,4,-3,-8.18076536607797,FALSE,-5.180765366077971,3.073646007433105,D+5,R+3
NH,1,2,-8.551431251481752,FALSE,-10.551431251481752,-2.2970198779706763,D+11,D+2
NH,2,-2,-13.35978977851665,FALSE,-11.35978977851665,-3.105378405005574,D+11,D+3
NJ,1,-13,-31.133407739789988,FALSE,-18.133407739789988,-9.878996366278912,D+18,D+10
NJ,2,1,-7.670990041143654,FALSE,-8.670990041143654,-0.416578667632578,D+9,0
NJ,3,2,-1.2946639511201639,FALSE,-3.294663951120164,4.959747422390912,D+3,R+5
NJ,4,8,12.332001576365393,FALSE,4.332001576365393,12.586412949876468,R+4,R+13
NJ,5,3,-13.68053461797146,FALSE,-16.68053461797146,-8.426123244460385,D+17,D+8
NJ,6,-9,-27.265082845453108,FALSE,-18.265082845453108,-10.010671471942032,D+18,D+10
NJ,7,3,-5.019489251476408,FALSE,-8.019489251476408,0.23492212203466778,D+8,0
NJ,8,-27,-59.40243068000391,FALSE,-32.40243068000391,-24.148019306492834,D+32,D+24
NJ,9,-16,-41.4028820054287,FALSE,-25.4028820054287,-17.148470631917625,D+25,D+17
NJ,10,-36,-77.469411817605,FALSE,-41.46941181760501,-33.21500044409393,D+41,D+33
NJ,11,3,-14.637146371463722,FALSE,-17.63714637146372,-9.382734997952646,D+18,D+9
NJ,12,-16,-37.362258543833576,FALSE,-21.362258543833576,-13.1078471703225,D+21,D+13
NM,1,-7,-22.80805259228935,FALSE,-15.80805259228935,-7.553641218778274,D+16,D+8
NM,2,6,-1.8679487694222487,FALSE,-7.867948769422249,0.3864626040888268,D+8,0
NM,3,-8,-32.16670137570286,FALSE,-24.166701375702857,-15.912290002191781,D+24,D+16
NY,1,5,-0.9816591557953416,FALSE,-5.981659155795342,2.272752217715734,D+6,R+2
NY,2,3,1.5595915710750106,FALSE,-1.4404084289249894,6.814002944586086,D+1,R+7
NY,3,-1,-19.179441478008847,FALSE,-18.179441478008847,-9.925030104497772,D+18,D+10
NY,4,-4,-25.52669807767692,FALSE,-21.52669807767692,-13.272286704165843,D+22,D+13
NY,5,-37,-99.39865362820568,TRUE,-62.39865362820568,-54.1442422546946,D+62,D+54
NY,6,-16,-84.5018270796704,TRUE,-68.5018270796704,-60.24741570615933,D+69,D+60
NY,7,-38,-85.26592160303112,TRUE,-47.26592160303112,-39.01151022952004,D+47,D+39
NY,8,-36,-89.18550689836977,TRUE,-53.185506898369766,-44.93109552485869,D+53,D+45
NY,9,-34,-73.03353111496733,FALSE,-39.03353111496733,-30.779119741456256,D+39,D+31
NY,10,-26,-60.883683007992104,FALSE,-34.883683007992104,-26.62927163448103,D+35,D+27
NY,11,3,-8.53918084226192,FALSE,-11.53918084226192,-3.284769468750845,D+12,D+3
NY,12,-31,-69.64192840156107,FALSE,-38.641928401561074,-30.38751702805,D+39,D+30
NY,13,-43,-84.8537925826481,FALSE,-41.8537925826481,-33.59938120913702,D+42,D+34
NY,14,-29,-64.52791705617405,FALSE,-35.52791705617405,-27.27350568266297,D+36,D+27
NY,15,-44,-90.51259720541653,FALSE,-46.512597205416526,-38.25818583190545,D+47,D+38
NY,16,-24,-94.25107441261808,TRUE,-70.25107441261808,-61.996663039107005,D+70,D+62
NY,17,-7,-82.50215382710572,TRUE,-75.50215382710572,-67.24774245359464,D+76,D+67
NY,18,1,-11.928562914696649,FALSE,-12.928562914696649,-4.674151541185573,D+13,D+5
NY,19,2,-8.083031814046514,FALSE,-10.083031814046514,-1.8286204405354383,D+10,D+2
NY,20,-7,-27.168494891246333,FALSE,-20.168494891246333,-11.914083517735257,D+20,D+12
NY,21,4,9.79270360909095,FALSE,5.79270360909095,14.047114982602025,R+6,R+14
NY,22,6,-2.3390602359759853,FALSE,-8.339060235975985,-0.08464886246490977,D+8,0
NY,23,6,5.7443816718946294,FALSE,-0.25561832810537055,7.998793045405705,0,R+8
NY,24,-3,-0.9075657351704791,FALSE,2.092434264829521,10.346845638340596,R+2,R+10
NY,25,-8,-20.96734784540204,FALSE,-12.967347845402038,-4.712936471890963,D+13,D+5
NY,26,-11,-41.39372157649905,FALSE,-30.393721576499047,-22.13931020298797,D+30,D+22
NY,27,11,-4.788293024886087,FALSE,-15.788293024886087,-7.533881651375012,D+16,D+8
NC,1,-17,-39.695241587971026,FALSE,-22.695241587971026,-14.44083021445995,D+23,D+14
NC,2,7,5.455164845766113,FALSE,-1.544835154233887,6.709576219277189,D+2,R+7
NC,3,12,100,TRUE,88,96.25441137351108,R+88,R+96
NC,4,-17,-48.334373160165555,FALSE,-31.334373160165555,-23.07996178665448,D+31,D+23
NC,5,10,14.069582894948013,FALSE,4.069582894948013,12.323994268459089,R+4,R+12
NC,6,9,13.032072021381353,FALSE,4.032072021381353,12.286483394892429,R+4,R+12
NC,7,9,12.74157669528747,FALSE,3.7415766952874705,11.995988068798546,R+4,R+12
NC,8,8,10.677400291952523,FALSE,2.677400291952523,10.931811665463599,R+3,R+11
NC,9,8,0.320108093959675,FALSE,-7.679891906040325,0.5745194674707506,D+8,R+1
NC,10,12,18.585476659430398,FALSE,6.585476659430398,14.839888032941474,R+7,R+15
NC,11,14,20.45592118829532,FALSE,6.455921188295321,14.710332561806396,R+6,R+15
NC,12,-18,-46.14563405913921,FALSE,-28.145634059139212,-19.891222685628136,D+28,D+20
NC,13,6,5.996172061638184,FALSE,-0.0038279383618160523,8.25058343514926,0,R+8
ND,0,16,60.20178395929487,TRUE,44.20178395929487,52.45619533280595,R+44,R+52
OH,1,5,4.417507835584026,FALSE,-0.5824921644159744,7.671919209095101,D+1,R+8
OH,2,9,16.35739709522511,FALSE,7.35739709522511,15.611808468736186,R+7,R+16
OH,3,-19,-47.24193986468134,FALSE,-28.241939864681342,-19.987528491170266,D+28,D+20
OH,4,14,30.528156018725355,FALSE,16.528156018725355,24.78256739223643,R+17,R+25
OH,5,11,27.118966775616407,FALSE,16.118966775616407,24.373378149127483,R+16,R+24
OH,6,16,38.501743556855985,FALSE,22.501743556855985,30.75615493036706,R+23,R+31
OH,7,12,17.48723398541356,FALSE,5.48723398541356,13.741645358924636,R+5,R+14
OH,8,17,33.1520719326933,FALSE,16.152071932693303,24.40648330620438,R+16,R+24
OH,9,-14,-35.591130350051955,FALSE,-21.591130350051955,-13.33671897654088,D+22,D+13
OH,10,4,13.761243193741436,FALSE,9.761243193741436,18.01565456725251,R+10,R+18
OH,11,-32,-64.49054496130216,FALSE,-32.49054496130216,-24.236133587791088,D+32,D+24
OH,12,7,4.2224869529075235,FALSE,-2.7775130470924765,5.476898326418599,D+3,R+5
OH,13,-7,-21.989895373354024,FALSE,-14.989895373354024,-6.735483999842948,D+15,D+7
OH,14,5,10.495903799478128,FALSE,5.495903799478128,13.750315172989204,R+5,R+14
OH,15,7,18.629613292162922,FALSE,11.629613292162922,19.884024665673998,R+12,R+20
OH,16,8,13.462346935370853,FALSE,5.462346935370853,13.716758308881928,R+5,R+14
OK,1,17,18.598891658207293,FALSE,1.5988916582072932,9.853303031718369,R+2,R+10
OK,2,24,34.920972953954134,FALSE,10.920972953954134,19.17538432746521,R+11,R+19
OK,3,27,47.74784782004999,FALSE,20.74784782004999,29.002259193561066,R+21,R+29
OK,4,20,30.06237375231366,FALSE,10.062373752313661,18.316785125824737,R+10,R+18
OK,5,10,-1.3968865082022077,FALSE,-11.396886508202208,-3.142475134691132,D+11,D+3
OR,1,-9,-31.590451728704004,FALSE,-22.590451728704004,-14.336040355192928,D+23,D+14
OR,2,11,16.896522732019015,FALSE,5.896522732019015,14.15093410553009,R+6,R+14
OR,3,-24,-52.77602868398183,FALSE,-28.776028683981828,-20.521617310470752,D+29,D+21
OR,4,0,-15.097092195348267,FALSE,-15.097092195348267,-6.842680821837192,D+15,D+7
OR,5,0,-13.195004309996122,FALSE,-13.195004309996122,-4.9405929364850465,D+13,D+5
PA,1,1,2.5191177629943127,FALSE,1.5191177629943127,9.773529136505388,R+2,R+10
PA,2,-25,-58.03388420750363,FALSE,-33.03388420750363,-24.779472833992557,D+33,D+25
PA,3,-41,-86.76155936583797,FALSE,-45.76155936583797,-37.50714799232689,D+46,D+38
PA,4,-7,-27.04487508671405,FALSE,-20.04487508671405,-11.790463713202975,D+20,D+12
PA,5,-13,-30.377337437728492,FALSE,-17.377337437728492,-9.122926064217417,D+17,D+9
PA,6,-2,-17.75183216931498,FALSE,-15.75183216931498,-7.4974207958039045,D+16,D+7
PA,7,-1,-10.018954573598059,FALSE,-9.018954573598059,-0.7645432000869832,D+9,D+1
PA,8,1,-9.284108217886413,FALSE,-10.284108217886413,-2.029696844375337,D+10,D+2
PA,9,14,19.49125647278119,FALSE,5.491256472781188,13.745667846292264,R+5,R+14
PA,10,6,2.6447172657396294,FALSE,-3.3552827342603706,4.899128639250705,D+3,R+5
PA,11,14,17.95204334543778,FALSE,3.9520433454377795,12.206454718948855,R+4,R+12
PA,12,17,32.075022962865766,FALSE,15.075022962865766,23.329434336376842,R+15,R+23
PA,13,22,40.984577479803846,FALSE,18.984577479803846,27.238988853314922,R+19,R+27
PA,14,14,15.810692442156231,FALSE,1.8106924421562312,10.065103815667307,R+2,R+10
PA,15,20,35.68472566633275,FALSE,15.684725666332753,23.93913703984383,R+16,R+24
PA,16,8,4.283220780804591,FALSE,-3.716779219195409,4.537632154315666,D+4,R+5
PA,17,3,-12.514627786190147,FALSE,-15.514627786190147,-7.260216412679071,D+16,D+7
PA,18,-13,-100,TRUE,-87,-78.74558862648892,D+87,D+79
RI,1,-14,-33.6230418823205,FALSE,-19.6230418823205,-11.368630508809424,D+20,D+11
RI,2,-6,-27.211755197116425,FALSE,-21.211755197116425,-12.957343823605349,D+21,D+13
SC,1,10,-1.3853663288488107,FALSE,-11.38536632884881,-3.130954955337735,D+11,D+3
SC,2,12,13.783595642823535,FALSE,1.7835956428235349,10.03800701633461,R+2,R+10
SC,3,19,36.82163003306749,FALSE,17.821630033067493,26.076041406578568,R+18,R+26
SC,4,15,23.012502562000414,FALSE,8.012502562000414,16.26691393551149,R+8,R+16
SC,5,9,15.53952666958994,FALSE,6.5395266695899394,14.793938043101015,R+7,R+15
SC,6,-19,-41.893980129146016,FALSE,-22.893980129146016,-14.63956875563494,D+23,D+15
SC,7,9,19.251191798091448,FALSE,10.251191798091448,18.505603171602523,R+10,R+19
SD,0,14,24.33295277386123,FALSE,10.33295277386123,18.587364147372305,R+10,R+19
TN,1,28,56.04417652776415,FALSE,28.04417652776415,36.298587901275226,R+28,R+36
TN,2,20,32.879367041284226,FALSE,12.879367041284226,21.1337784147953,R+13,R+21
TN,3,18,29.207169450491328,FALSE,11.207169450491328,19.461580824002404,R+11,R+19
TN,4,20,29.79466640281177,FALSE,9.794666402811771,18.049077776322846,R+10,R+18
TN,5,-7,-35.693694518166,FALSE,-28.693694518165998,-20.439283144654922,D+29,D+20
TN,6,24,41.18356516844897,FALSE,17.183565168448972,25.437976541960047,R+17,R+25
TN,7,20,34.75454431096296,FALSE,14.754544310962963,23.00895568447404,R+15,R+23
TN,8,19,37.55863818478326,FALSE,18.558638184783263,26.813049558294338,R+19,R+27
TN,9,-28,-60.74522250876148,FALSE,-32.74522250876148,-24.490811135250404,D+33,D+24
TX,1,25,45.935888621519425,FALSE,20.935888621519425,29.1902999950305,R+21,R+29
TX,2,11,7.287996598226215,FALSE,-3.712003401773785,4.5424079717372905,D+4,R+5
TX,3,13,10.011167606900244,FALSE,-2.988832393099756,5.26557898041132,D+3,R+5
TX,4,28,52.66585086962627,FALSE,24.66585086962627,32.920262243137344,R+25,R+33
TX,5,16,24.796784832965002,FALSE,8.796784832965002,17.051196206476078,R+9,R+17
TX,6,9,7.659290272689638,FALSE,-1.3407097273103616,6.913701646200714,D+1,R+7
TX,7,7,-5.056218981038668,FALSE,-12.056218981038668,-3.801807607527593,D+12,D+4
TX,8,28,48.573781894058655,FALSE,20.573781894058655,28.82819326756973,R+21,R+29
TX,9,-29,-89.05562708740466,TRUE,-60.05562708740466,-51.80121571389358,D+60,D+52
TX,10,9,4.266032544253754,FALSE,-4.733967455746246,3.5204439177648297,D+5,R+4
TX,11,32,61.69972365537239,FALSE,29.699723655372388,37.954135028883464,R+30,R+38
TX,12,18,30.3782994588273,FALSE,12.3782994588273,20.632710832338375,R+12,R+21
TX,13,33,64.61827918083799,FALSE,31.618279180837987,39.87269055434906,R+32,R+40
TX,14,12,19.925126210942835,FALSE,7.925126210942835,16.17953758445391,R+8,R+16
TX,15,-7,-20.916615089622688,FALSE,-13.916615089622688,-5.6622037161116126,D+14,D+6
TX,16,-17,-41.435126599689696,FALSE,-24.435126599689696,-16.18071522617862,D+24,D+16
TX,17,12,15.492245661488688,FALSE,3.4922456614886883,11.746657034999764,R+3,R+12
TX,18,-27,-54.432220124557865,FALSE,-27.432220124557865,-19.17780875104679,D+27,D+19
TX,19,27,50.45275639280144,FALSE,23.45275639280144,31.707167766312516,R+23,R+32
TX,20,-10,-80.8534394026622,TRUE,-70.8534394026622,-62.59902802915113,D+71,D+63
TX,21,10,2.6110170042729948,FALSE,-7.388982995727005,0.8654283777840703,D+7,R+1
TX,22,10,4.90812192128579,FALSE,-5.09187807871421,3.162533294796866,D+5,R+3
TX,23,1,0.44080754418785517,FALSE,-0.5591924558121448,7.695218917698931,D+1,R+8
TX,24,9,3.0696459619312293,FALSE,-5.930354038068771,2.324057335442305,D+6,R+2
TX,25,11,8.746589263609295,FALSE,-2.2534107363907054,6.00100063712037,D+2,R+6
TX,26,18,20.35583430665109,FALSE,2.35583430665109,10.610245680162166,R+2,R+11
TX,27,13,23.714570848660443,FALSE,10.714570848660443,18.96898222217152,R+11,R+19
TX,28,-9,-84.3908465372847,TRUE,-75.3908465372847,-67.13643516377363,D+75,D+67
TX,29,-19,-51.14303709125572,FALSE,-32.14303709125572,-23.888625717744645,D+32,D+24
TX,30,-29,-91.05222356884711,TRUE,-62.05222356884711,-53.797812195336036,D+62,D+54
TX,31,10,2.9083204257238506,FALSE,-7.091679574276149,1.1627317992349262,D+7,R+1
TX,32,5,-6.518394891517303,FALSE,-11.518394891517303,-3.2639835180062278,D+12,D+3
TX,33,-23,-54.25501576863719,FALSE,-31.255015768637193,-23.000604395126118,D+31,D+23
TX,34,-10,-19.977912601000924,FALSE,-9.977912601000924,-1.723501227489848,D+10,D+2
TX,35,-15,-45.20346066049354,FALSE,-30.20346066049354,-21.949049286982465,D+30,D+22
TX,36,26,45.11705022617096,FALSE,19.11705022617096,27.371461599682036,R+19,R+27
UT,1,26,36.71721719163459,FALSE,10.717217191634589,18.971628565145664,R+11,R+19
UT,2,16,17.196456873694657,FALSE,1.1964568736946575,9.450868247205733,R+1,R+9
UT,3,25,40.24214047856353,FALSE,15.242140478563527,23.496551852074603,R+15,R+23
UT,4,13,-0.25773291590999037,FALSE,-13.25773291590999,-5.003321542398915,D+13,D+5
VT,0,-15,-43.2525481646241,FALSE,-28.252548164624102,-19.998136791113026,D+28,D+20
VA,1,8,10.47452431639772,FALSE,2.4745243163977193,10.728935689908795,R+2,R+11
VA,2,3,-2.2359180687637235,FALSE,-5.2359180687637235,3.018493304747352,D+5,R+3
VA,3,-16,-91.2241298536666,TRUE,-75.2241298536666,-66.96971848015552,D+75,D+67
VA,4,-10,-26.658307042760804,FALSE,-16.658307042760804,-8.403895669249728,D+17,D+8
VA,5,6,6.52856306645311,FALSE,0.5285630664531098,8.782974439964185,R+1,R+9
VA,6,13,19.484179588239257,FALSE,6.484179588239257,14.738590961750333,R+6,R+15
VA,7,6,-1.9393773066554516,FALSE,-7.939377306655452,0.31503406685562396,D+8,0
VA,8,-21,-52.421569955781095,FALSE,-31.421569955781095,-23.16715858227002,D+31,D+23
VA,9,19,30.407320430804113,FALSE,11.407320430804113,19.66173180431519,R+11,R+20
VA,10,-1,-12.375100259655511,FALSE,-11.375100259655511,-3.1206888861444355,D+11,D+3
VA,11,-15,-44.17453365774534,FALSE,-29.174533657745343,-20.920122284234267,D+29,D+21
WA,1,-6,-18.535326062456612,FALSE,-12.535326062456612,-4.280914688945536,D+13,D+4
WA,2,-10,-71.29018800473489,TRUE,-61.29018800473489,-53.03577663122381,D+61,D+53
WA,3,4,5.3419957946267544,FALSE,1.3419957946267544,9.59640716813783,R+1,R+10
WA,4,13,25.635495437923815,FALSE,12.635495437923815,20.88990681143489,R+13,R+21
WA,5,8,9.519989261644405,FALSE,1.5199892616444046,9.77440063515548,R+2,R+10
WA,6,-6,-27.773410175618878,FALSE,-21.773410175618878,-13.518998802107802,D+22,D+14
WA,7,-33,-67.12230890263277,FALSE,-34.12230890263277,-25.86789752912169,D+34,D+26
WA,8,0,-4.830110810491391,FALSE,-4.830110810491391,3.4243005630196848,D+5,R+3
WA,9,-21,-100,TRUE,-79,-70.74558862648892,D+79,D+71
WA,10,-5,-23.08803110247154,FALSE,-18.08803110247154,-9.833619728960464,D+18,D+10
WV,1,19,29.150312288738434,FALSE,10.150312288738434,18.40472366224951,R+10,R+18
WV,2,17,10.98333919293723,FALSE,-6.01666080706277,2.2377505664483053,D+6,R+2
WV,3,23,12.74680686916021,FALSE,-10.25319313083979,-1.9987817573287145,D+10,D+2
WI,1,5,12.290780992078496,FALSE,7.290780992078496,15.545192365589571,R+7,R+16
WI,2,-18,-97.4222726484817,TRUE,-79.4222726484817,-71.16786127497062,D+79,D+71
WI,3,0,-19.336548260415448,FALSE,-19.336548260415448,-11.082136886904372,D+19,D+11
WI,4,-25,-53.974008283074625,FALSE,-28.974008283074625,-20.71959690956355,D+29,D+21
WI,5,13,23.946437983134217,FALSE,10.946437983134217,19.200849356645293,R+11,R+19
WI,6,8,11.005491209450412,FALSE,3.005491209450412,11.259902582961487,R+3,R+11
WI,7,8,21.60636847974228,FALSE,13.60636847974228,21.860779853253355,R+14,R+22
WI,8,7,27.418530662400315,FALSE,20.418530662400315,28.67294203591139,R+20,R+29
WY,0,25,33.819473775745976,FALSE,8.819473775745976,17.073885149257052,R+9,R+17
